Date,Average temperature F ,HDD,CDD,Precipitation (Inches),Average daily MLP price,Humidity,Wind Speed (mph)
19-Oct-09,54.5,25.5,0,0,27.8,67.5,11
20-Oct-09,55,25,0,0.03,31.2,73,6
21-Oct-09,62,18,0,0,31.2,71.5,10.5
22-Oct-09,53,27,0,1.03,34.1,86,11.5
23-Oct-09,51.5,28.5,0,0.89,36.5,94.5,13
24-Oct-09,44,36,0,0.04,34.1,74,10.5
25-Oct-09,53,27,0,0.27,25.7,75.5,8
26-Oct-09,52,28,0,0.11,37.5,89.5,7
27-Oct-09,48,32,0,0.06,29.9,82,6
28-Oct-09,53.5,26.5,0,0,31.8,86,6.5
29-Oct-09,53.5,26.5,0,0.6,30,78.5,15
30-Oct-09,56.5,23.5,0,0.81,26,78,14.5
31-Oct-09,40.5,39.5,0,0,27.1,63.5,15
1-Nov-09,41,39,0,0,32.3,69.5,6.5
2-Nov-09,50.5,29.5,0,0.01,36.2,53.5,10.5
3-Nov-09,40.5,39.5,0,0,32.4,52,8
4-Nov-09,46,34,0,0,27.8,63,9
5-Nov-09,45,35,0,0,28.2,55,10.5
6-Nov-09,48,32,0,0,27.4,62,12.5
7-Nov-09,58.5,21.5,0,0,29.3,66.5,12
8-Nov-09,57.5,22.5,0,0,26.7,76,11
9-Nov-09,56.5,23.5,0,0,31.4,57.5,8
10-Nov-09,47,33,0,0,26.9,70,7.5
11-Nov-09,44.5,35.5,0,0,27.1,60.5,8.5
12-Nov-09,42,38,0,0,25.2,63.5,7.5
13-Nov-09,44,36,0,0,24.1,58,10
14-Nov-09,53,27,0,0,22.7,69,7
15-Nov-09,48,32,0,0,20.9,66.5,9
16-Nov-09,46,34,0,0,24.8,67,11.5
17-Nov-09,45.5,34.5,0,0.05,28,64.5,12
18-Nov-09,45,35,0,0.17,34.7,77,7.5
19-Nov-09,44,36,0,0.07,30.1,91,6.5
20-Nov-09,48,32,0,0,27,71,6.5
21-Nov-09,43.5,36.5,0,0,26,77,5
22-Nov-09,45.5,34.5,0,0,24.6,76.5,6.5
23-Nov-09,45,35,0,0,26.3,88,5
24-Nov-09,45,35,0,0.64,19.4,93,9
25-Nov-09,43,37,0,0.12,25.7,86.5,10
26-Nov-09,37.5,42.5,0,0.15,18.7,82.5,12.5
27-Nov-09,34.5,45.5,0,0,21,69.5,9
28-Nov-09,41.5,38.5,0,0,23.6,73,5
29-Nov-09,38.5,41.5,0,0.02,21.7,85,9
30-Nov-09,35.5,44.5,0,0,27.7,64.5,9
1-Dec-09,43.5,36.5,0,0,35,66,11
2-Dec-09,39,41,0,0,32.5,75,11
3-Dec-09,32,48,0,0,35.2,70.5,8
4-Dec-09,25.5,54.5,0,0,32.5,65.5,10
5-Dec-09,27.5,52.5,0,0,37.8,55.5,8
6-Dec-09,31,49,0,0,31.9,60.5,8
7-Dec-09,28.5,51.5,0,0.06,37.3,84.5,7.5
8-Dec-09,30,50,0,0.51,34.1,90.5,11
9-Dec-09,23,57,0,0.16,37.2,89,14
10-Dec-09,6.5,73.5,0,0,42,69.5,12.5
11-Dec-09,15,65,0,0,42.8,66,9
12-Dec-09,26,54,0,0.01,28.9,68,11.5
13-Dec-09,34.5,45.5,0,0,26.1,89,8.5
14-Dec-09,32.5,47.5,0,0.02,27.5,89,11
15-Dec-09,17.5,62.5,0,0,42.9,66.5,10.5
16-Dec-09,14,66,0,0,47.6,57.5,6.5
17-Dec-09,26,54,0,0,35.2,66.5,5
18-Dec-09,33.5,46.5,0,0.27,40.2,82,6.5
19-Dec-09,31,49,0,0.22,37.4,91,8
20-Dec-09,28,52,0,0,28.9,83.5,6.5
21-Dec-09,27,53,0,0.01,33.5,81.5,6.5
22-Dec-09,29.5,50.5,0,0.2,34.2,88.5,10.5
23-Dec-09,31.5,48.5,0,0.32,32.2,85,12
24-Dec-09,34,46,0,0.39,25.6,82,11
25-Dec-09,32,48,0,0.46,21.1,87,15
26-Dec-09,23,57,0,0.06,31.8,79.5,9
27-Dec-09,17.5,62.5,0,0.01,31.2,80.5,7
28-Dec-09,22,58,0,0,43.1,76,12.5
29-Dec-09,16,64,0,0,48.4,68,6
30-Dec-09,23,57,0,0.02,39.6,80,8
31-Dec-09,20.5,59.5,0,0.01,30,76.5,7.5
1-Jan-10,10.5,69.5,0,0,31.4,72,7.5
2-Jan-10,6.5,73.5,0,0,68.8,66,9
3-Jan-10,8.5,71.5,0,0,52.8,70,8
4-Jan-10,12.5,67.5,0,0,65.5,73.5,8.5
5-Jan-10,18,62,0,0,58.6,72.5,8
6-Jan-10,15,65,0,0.01,60.3,75.5,6
7-Jan-10,19,61,0,0.27,38.9,86,6.5
8-Jan-10,19,61,0,0.27,50.4,79.5,11.5
9-Jan-10,14,66,0,0,37.7,70.5,7.5
10-Jan-10,9,71,0,0,36.1,74,12
11-Jan-10,20.5,59.5,0,0,49.2,70.5,10.5
12-Jan-10,25.5,54.5,0,0,38.5,73.5,9
13-Jan-10,27,53,0,0,44,71.5,10
14-Jan-10,35.5,44.5,0,0,32.9,82.5,8.5
15-Jan-10,29.5,50.5,0,0,35.7,85,7
16-Jan-10,25,55,0,0,32.3,88.5,7.5
17-Jan-10,24,56,0,0,29.6,94,6.5
18-Jan-10,29,51,0,0,34.1,92.5,6
19-Jan-10,32.5,47.5,0,0,33.9,68.5,4.5
20-Jan-10,28.5,51.5,0,0.01,29.7,76.5,12.5
21-Jan-10,32.5,47.5,0,0.08,33.2,77,12.5
22-Jan-10,34,46,0,0,30.1,85.5,8
23-Jan-10,39,41,0,0,20.9,91,8.5
24-Jan-10,38,42,0,0.49,20.2,89,12.5
25-Jan-10,25.5,54.5,0,0,26,76.5,13
26-Jan-10,18,62,0,0,38.3,74,11
27-Jan-10,16,64,0,0,35.8,74.5,11
28-Jan-10,11.5,68.5,0,0,37.5,62,12.5
29-Jan-10,13,67,0,0,38.6,59.5,5
30-Jan-10,21.5,58.5,0,0,33.9,71.5,6.5
31-Jan-10,22,58,0,0,30.3,62.5,7
1-Feb-10,22,58,0,0,33.7,62.5,4.5
2-Feb-10,28.5,51.5,0,0.1,32.6,89,7
3-Feb-10,27.5,52.5,0,0,36.6,75.5,7
4-Feb-10,27,53,0,0,36.7,78,7
5-Feb-10,32.5,47.5,0,0.02,33.7,84.5,13
6-Feb-10,28,52,0,0,39.3,69,14
7-Feb-10,27,53,0,0,43.3,70.5,6.5
8-Feb-10,25,55,0,0,44.1,71,9
9-Feb-10,25.5,54.5,0,0.65,39.7,82,10.5
10-Feb-10,21.5,58.5,0,0.02,43.9,80,12.5
11-Feb-10,20,60,0,0,34.9,65,6
12-Feb-10,21,59,0,0,37.7,67.5,4.5
13-Feb-10,20.5,59.5,0,0,38,60,7.5
14-Feb-10,19,61,0,0,25.2,69,6
15-Feb-10,17,63,0,0,42.7,73.5,8
16-Feb-10,28.5,51.5,0,0,41.9,70.5,10.5
17-Feb-10,29,51,0,0,37.4,69,8
18-Feb-10,32,48,0,0,39.9,59,7.5
19-Feb-10,30.5,49.5,0,0,32.6,50.5,4.5
20-Feb-10,34.5,45.5,0,0.01,32.3,68,4.5
21-Feb-10,34.5,45.5,0,0.36,28.4,89,6.5
22-Feb-10,31,49,0,0.14,35,89,8
23-Feb-10,27.5,52.5,0,0,38.2,77.5,7
24-Feb-10,25,55,0,0.34,37.3,80,11
25-Feb-10,23,57,0,0,40.2,67,9
26-Feb-10,24,56,0,0,36.8,60,11
27-Feb-10,31,49,0,0,37.2,77,9
28-Feb-10,35,45,0,0,39.9,76,6
1-Mar-10,31.5,48.5,0,0,36.5,77.5,7
2-Mar-10,28,52,0,0,46.5,78.5,7.5
3-Mar-10,31.5,48.5,0,0,39,59,7
4-Mar-10,32,48,0,0,32.3,61,7.5
5-Mar-10,30.5,49.5,0,0,37.8,72,8
6-Mar-10,32.5,47.5,0,0,34.1,67.5,6
7-Mar-10,36,44,0,0.03,28.2,74.5,6
8-Mar-10,38.5,41.5,0,0,31.8,91,4
9-Mar-10,41.5,38.5,0,0.01,28.1,81.5,6.5
10-Mar-10,54,26,0,0.07,22.9,78,8.5
11-Mar-10,52,28,0,0.34,29.9,84,10
12-Mar-10,47.5,32.5,0,0.01,32.4,81.5,11
13-Mar-10,43,37,0,0.61,33.4,96,12.5
14-Mar-10,45,35,0,0,26.9,76.5,13
15-Mar-10,43.5,36.5,0,0,38.9,73.5,8.5
16-Mar-10,48,32,0,0,32.8,50.5,5
17-Mar-10,47.5,32.5,0,0,34.7,46,5
18-Mar-10,51,29,0,0,30.6,61,11
19-Mar-10,52,28,0,0,26.7,58,11.5
20-Mar-10,35,45,0,0.42,25.1,81,12
21-Mar-10,37.5,42.5,0,0.02,25,71.5,11
22-Mar-10,41.5,38.5,0,0,30.1,52,10.5
23-Mar-10,43.5,36.5,0,0,32.8,59,6.5
24-Mar-10,44,36,0,0,28.1,51.5,6
25-Mar-10,38,42,0,0.03,24.8,72.5,18
26-Mar-10,34,46,0,0,26.3,45,11
27-Mar-10,40.5,39.5,0,0.01,25.6,58.5,7.5
28-Mar-10,44.5,35.5,0,0,17.9,48.5,13
29-Mar-10,38,42,0,0,28.5,69,6.5
30-Mar-10,46.5,33.5,0,0,28.6,68,10
31-Mar-10,64,16,0,0,26.7,49.5,14
1-Apr-10,68.5,11.5,0,0,23.2,53,15
2-Apr-10,70,10,0,0,21.1,49.5,18
3-Apr-10,54,26,0,0.18,25.6,63,12
4-Apr-10,57.5,22.5,0,0.8,23.6,65.5,17.5
5-Apr-10,61,19,0,0.82,39.2,65,23.5
6-Apr-10,61.5,18.5,0,0.37,43.1,75,12.5
7-Apr-10,43,37,0,0.13,46.1,96,12
8-Apr-10,37,43,0,0,39.6,78,11
9-Apr-10,43,37,0,0,34,56.5,10
10-Apr-10,56,24,0,0,27.2,53,13
11-Apr-10,53.5,26.5,0,0,27.2,47,8
12-Apr-10,57,23,0,0.01,36.5,39.5,10
13-Apr-10,55.5,24.5,0,0,38.1,53.5,9
14-Apr-10,63,17,0,0,35.7,55,8.5
15-Apr-10,71.5,8.5,0,0,36,41.5,12
16-Apr-10,53.5,26.5,0,0,33,51.5,12.5
17-Apr-10,48,32,0,0,27.7,44.5,12.5
18-Apr-10,44,36,0,0,30.8,63.5,8
19-Apr-10,45.5,34.5,0,0,35.1,69,7
20-Apr-10,51,29,0,0,33.9,55.5,7
21-Apr-10,51.5,28.5,0,0,40.9,56,10.5
22-Apr-10,49,31,0,0,32.4,62.5,6.5
23-Apr-10,52,28,0,0.07,31.4,55,10
24-Apr-10,55.5,24.5,0,0.26,23.4,93,13
25-Apr-10,53.5,26.5,0,0.31,20.6,85.5,11.5
26-Apr-10,55,25,0,0,32.5,44.5,11
27-Apr-10,44,36,0,0,27.7,48,11.5
28-Apr-10,48.5,31.5,0,0,30.1,51.5,8
29-Apr-10,62.5,17.5,0,0,26.2,48,18.5
30-Apr-10,71.5,8.5,0,0.06,27.5,62,15.5
1-May-10,64,16,0,0.11,24.5,71,10
2-May-10,61,19,0,0.93,29.5,76,8
3-May-10,61,19,0,0,35,61,10.5
4-May-10,64.5,15.5,0,0,29.1,49.5,14
5-May-10,64,16,0,0,33.3,39,12.5
6-May-10,54.5,25.5,0,0.01,35.6,56.5,8.5
7-May-10,52,28,0,0.72,25.5,82,16
8-May-10,46,34,0,0.02,21.6,68,15
9-May-10,48,32,0,0,21.7,57.5,7
10-May-10,49.5,30.5,0,0,26.4,52,15
11-May-10,48,32,0,0.97,29.7,93,14.5
12-May-10,47.5,32.5,0,0.12,31.4,93,10.5
13-May-10,60.5,19.5,0,1.49,45.9,82,13
14-May-10,56.5,23.5,0,0,55.1,65,11.5
15-May-10,52,28,0,0,35.9,66.5,6.5
16-May-10,53.5,26.5,0,0,19.2,68.5,9
17-May-10,54,26,0,0.01,29.8,65,8.5
18-May-10,55.5,24.5,0,0,31,58.5,15
19-May-10,59,21,0,0,28.1,54,8
20-May-10,60.5,19.5,0,0.05,27.9,63.5,11
21-May-10,64.5,15.5,0,0.21,29.3,84,9
22-May-10,66,14,0,0,27.1,82,7.5
23-May-10,75.5,4.5,0,0,35.2,70,10.5
24-May-10,80.5,0,0.5,0,42.5,67,8
25-May-10,78.5,1.5,0,0,37.8,58,9
26-May-10,76.5,3.5,0,0,36,64.5,10.5
27-May-10,69,11,0,0,38.6,58.5,10
28-May-10,68,12,0,0,38.9,53,8.5
29-May-10,72.5,7.5,0,0,40.1,60,6.5
30-May-10,76,4,0,0,31.7,62,7.5
31-May-10,73.5,6.5,0,0.26,35.1,76.5,15.5
1-Jun-10,74,6,0,0,46,67,8.5
2-Jun-10,67,13,0,1.02,34.8,78.5,8.5
3-Jun-10,63.5,16.5,0,0,35.1,58.5,7
4-Jun-10,70,10,0,0,38.1,64,11.5
5-Jun-10,69.5,10.5,0,0.15,52.3,76.5,15.5
6-Jun-10,65.5,14.5,0,0,36.4,66.5,14.5
7-Jun-10,62,18,0,0,27.4,68.5,7
8-Jun-10,62.5,17.5,0,0.45,29.3,76.5,11
9-Jun-10,74,6,0,0,37.6,63.5,11.5
10-Jun-10,67.5,12.5,0,0,45.8,62,7.5
11-Jun-10,76.5,3.5,0,0.02,43.2,68,13
12-Jun-10,69.5,10.5,0,0.34,30.1,85,7.5
13-Jun-10,66.5,13.5,0,0.25,28.4,83,6
14-Jun-10,65,15,0,0,44,88,7.5
15-Jun-10,69.5,10.5,0,0.59,55,85.5,8
16-Jun-10,72.5,7.5,0,0,35,72,10
17-Jun-10,74,6,0,0,38.4,67,7
18-Jun-10,78.5,1.5,0,0.87,41.1,72.5,23
19-Jun-10,75.5,4.5,0,0,30.9,65,12.5
20-Jun-10,72.5,7.5,0,0,32.7,72,8
21-Jun-10,76,4,0,0.22,45.3,68,18
22-Jun-10,77,3,0,0,45.8,72.5,8
23-Jun-10,78,2,0,0.87,49.6,75.5,13
24-Jun-10,74.5,5.5,0,0,37.6,0,0
25-Jun-10,73,7,0,0,43,70.5,8
26-Jun-10,78,2,0,0.85,39,70.5,12.5
27-Jun-10,78.5,1.5,0,0.54,42.6,71,11
28-Jun-10,72.5,7.5,0,0,35.4,64.5,10.5
29-Jun-10,67,13,0,0,32.7,59.5,10.5
30-Jun-10,65.5,14.5,0,0,29.7,60.5,7.5
1-Jul-10,66,14,0,0,31.5,58.5,6.5
2-Jul-10,71,9,0,0,30.1,59,7.5
3-Jul-10,73.5,6.5,0,0,22.7,54.5,8.5
4-Jul-10,79.5,0.5,0,0,31.7,59,12
5-Jul-10,84.5,0,4.5,0,41.9,56,14
6-Jul-10,81.5,0,1.5,0.37,40.7,72.5,13
7-Jul-10,82,0,2,0.2,65.1,72,11.5
8-Jul-10,80.5,0,0.5,0.16,55.9,71.5,7
9-Jul-10,79,1,0,0,46.2,52,9
10-Jul-10,79,1,0,0,40.4,54.5,8
11-Jul-10,75.5,4.5,0,0.79,42.5,0,0
12-Jul-10,74.5,5.5,0,0,41.2,75.5,6.5
13-Jul-10,77,3,0,0.17,49.3,69,6.5
14-Jul-10,80,0,0,0,45.4,74.5,10
15-Jul-10,80.5,0,0.5,0.01,72.3,65.5,10.5
16-Jul-10,78.5,1.5,0,0,46.8,55,8.5
17-Jul-10,82,0,2,0,45.9,53,7.5
18-Jul-10,82,0,2,0.01,35.4,67,11
19-Jul-10,76.5,3.5,0,0.01,44.8,72.5,6.5
20-Jul-10,77,3,0,0,43.1,72.5,8
21-Jul-10,81.5,0,1.5,0,72,63.5,8
22-Jul-10,79.5,0.5,0,0.01,50,74.5,13
23-Jul-10,82,0,2,2.79,56.8,72.5,14.5
24-Jul-10,78,2,0,3.64,41,78.5,12
25-Jul-10,73.5,6.5,0,0,33.8,61.5,8.5
26-Jul-10,72.5,7.5,0,0,44.1,63.5,7.5
27-Jul-10,78,2,0,0,57.1,68.5,7
28-Jul-10,80.5,0,0.5,0,65.7,71.5,8
29-Jul-10,74.5,5.5,0,0,46.5,59.5,7
30-Jul-10,74.5,5.5,0,0,35.8,56,7
31-Jul-10,72.5,7.5,0,0.68,35.3,77.5,8.5
1-Aug-10,75.5,4.5,0,0,48,70.5,5
2-Aug-10,75.5,4.5,0,0,45.3,72.5,9
3-Aug-10,76,4,0,0.28,49.7,82,6.5
4-Aug-10,77,3,0,0.48,45.3,87,19
5-Aug-10,75.5,4.5,0,0,42.4,68,11
6-Aug-10,73,7,0,0,31,63,7
7-Aug-10,72.5,7.5,0,0,36.3,73.5,8.5
8-Aug-10,78,2,0,0.08,28.5,69.5,15
9-Aug-10,80,0,0,0.15,63.7,72,11
10-Aug-10,82,0,2,0,66,74.5,6
11-Aug-10,82.5,0,2.5,0,72.1,68.5,8.5
12-Aug-10,83,0,3,0,59,71.5,6
13-Aug-10,82.5,0,2.5,0.25,51.9,64,15.5
14-Aug-10,80,0,0,0,41,71.5,6.5
15-Aug-10,74.5,5.5,0,0,40,63.5,11.5
16-Aug-10,71.5,8.5,0,0,41.7,59.5,10.5
17-Aug-10,71.5,8.5,0,0.03,41.1,63.5,6.5
18-Aug-10,73.5,6.5,0,0.05,43.3,69,5
19-Aug-10,77,3,0,0,49.4,65,7
20-Aug-10,81.5,0,1.5,0.03,56.1,67.5,11
21-Aug-10,78.5,1.5,0,0.45,39.4,76,7.5
22-Aug-10,74.5,5.5,0,0,35.6,70.5,7
23-Aug-10,72.5,7.5,0,0,30.1,75.5,7
24-Aug-10,74,6,0,0,27.9,70,8.5
25-Aug-10,70,10,0,0,27.7,55.5,8.5
26-Aug-10,69,11,0,0,32.8,53.5,5
27-Aug-10,72.5,7.5,0,0,33.7,61.5,6.5
28-Aug-10,76.5,3.5,0,0,34.2,59.5,8.5
29-Aug-10,82.5,0,2.5,0,29.6,69.5,10
30-Aug-10,81,0,1,0,42.8,63.5,10
31-Aug-10,84,0,4,0,45.6,63,10.5
1-Sep-10,76,4,0,0.17,39.1,75.5,10
2-Sep-10,74,6,0,1.55,43,77.5,13
3-Sep-10,63,17,0,0,26,70,13
4-Sep-10,59.5,20.5,0,0,19.4,60,11
5-Sep-10,62.5,17.5,0,0,14.6,63.5,8.5
6-Sep-10,74,6,0,0,14.3,51,12.5
7-Sep-10,67.5,12.5,0,0,20.8,50,18.5
8-Sep-10,61,19,0,0,20,61.5,7.5
9-Sep-10,58.5,21.5,0,0,24.4,67,6.5
10-Sep-10,63.5,16.5,0,0,21.2,62,8.5
11-Sep-10,66.5,13.5,0,0.24,30.2,72.5,8.5
12-Sep-10,68.5,11.5,0,0,32.1,58.5,8
13-Sep-10,69.5,10.5,0,0,36.5,56,8.5
14-Sep-10,65.5,14.5,0,0,31.6,54.5,8
15-Sep-10,67,13,0,0,27,66.5,9
16-Sep-10,61,19,0,0.16,31.9,74,8.5
17-Sep-10,61.5,18.5,0,0,25,68.5,7
18-Sep-10,61.5,18.5,0,0.35,24.3,78.5,11
19-Sep-10,61,19,0,0,22.2,66,7.5
20-Sep-10,68.5,11.5,0,0,34.2,74.5,6
21-Sep-10,78,2,0,0.05,37.6,64.5,16
22-Sep-10,68.5,11.5,0,0,32.6,79.5,5
23-Sep-10,77,3,0,0,35.4,67,16.5
24-Sep-10,68,12,0,0.26,26.8,69.5,18.5
25-Sep-10,56,24,0,0,22,67,10
26-Sep-10,55,25,0,0,17.4,70,10
27-Sep-10,56.5,23.5,0,0,17.3,67,6
28-Sep-10,58.5,21.5,0,0,26.3,63,6
29-Sep-10,63.5,16.5,0,0,17.3,62,8.5
30-Sep-10,63,17,0,0,17.5,60.5,11
1-Oct-10,60.5,19.5,0,0.08,19,60,8.5
2-Oct-10,51,29,0,0.26,12.9,73.5,14.5
3-Oct-10,49,31,0,0.08,0.1,69.5,11
4-Oct-10,49,31,0,0,32.9,68,5
5-Oct-10,53.5,26.5,0,0,29.2,61,6
6-Oct-10,62,18,0,0,23.8,54,8
7-Oct-10,62.5,17.5,0,0,27.5,49.5,6.5
8-Oct-10,63.5,16.5,0,0,25.5,43.5,8
9-Oct-10,70.5,9.5,0,0,28.8,60.5,5
10-Oct-10,70.5,9.5,0,0,26.1,61,7
11-Oct-10,68,12,0,0,32.8,61.5,7.5
12-Oct-10,64,16,0,0,35.7,69.5,6
13-Oct-10,56.5,23.5,0,0.1,26.9,62.5,10.5
14-Oct-10,54.5,25.5,0,0,26,43.5,11.5
15-Oct-10,53.5,26.5,0,0,28.1,68,10
16-Oct-10,55.5,24.5,0,0,27.7,64,11.5
17-Oct-10,56,24,0,0,23.4,47,6
18-Oct-10,52,28,0,0,33.9,66.5,6.5
19-Oct-10,49.5,30.5,0,0,30.6,61,8
20-Oct-10,57,23,0,0,24.6,46.5,12.5
21-Oct-10,47,33,0,0,32.3,53,11.5
22-Oct-10,48.5,31.5,0,0.02,30.8,56,7.5
23-Oct-10,59.5,20.5,0,0.1,26.8,66,15
24-Oct-10,63,17,0,0.05,21.8,74.5,11
25-Oct-10,64,16,0,0,27.4,76.5,13
26-Oct-10,62,18,0,0.24,26.2,72,19
27-Oct-10,54,26,0,0,26.8,42,20.5
28-Oct-10,42.5,37.5,0,0,31.5,64,11.5
29-Oct-10,40.5,39.5,0,0,28.8,62,8.5
30-Oct-10,52.5,27.5,0,0,27.2,56,11
31-Oct-10,44,36,0,0,25.2,60.5,6.5
1-Nov-10,43,37,0,0,33.3,65,7
2-Nov-10,42,38,0,0,36.8,59.5,6.5
3-Nov-10,42.5,37.5,0,0.01,30.3,66,7.5
4-Nov-10,44.5,35.5,0,0.01,32.6,62.5,11
5-Nov-10,34,46,0,0,35.2,53,12
6-Nov-10,35.5,44.5,0,0,31.3,47.5,8
7-Nov-10,47,33,0,0,17.9,48.5,8.5
8-Nov-10,52.5,27.5,0,0,25,49.5,7
9-Nov-10,54.5,25.5,0,0,21.5,58,6.5
10-Nov-10,55.5,24.5,0,0,26.6,57,8
11-Nov-10,56.5,23.5,0,0.34,30.4,64.5,7
12-Nov-10,52,28,0,0,31.9,79.5,7.5
13-Nov-10,48,32,0,0.03,18.4,70,12.5
14-Nov-10,42.5,37.5,0,0.08,23.8,67,12
15-Nov-10,41.5,38.5,0,0,30.7,74,10
16-Nov-10,41,39,0,0,31.1,69,6
17-Nov-10,42,38,0,0,30.6,81.5,7.5
18-Nov-10,32.5,47.5,0,0,38.7,67.5,6.5
19-Nov-10,38,42,0,0,30.4,70,16
20-Nov-10,36.5,43.5,0,0,19.4,73,8.5
21-Nov-10,50.5,29.5,0,0,18.3,88.5,16.5
22-Nov-10,53,27,0,1.37,23.9,83,16.5
23-Nov-10,32.5,47.5,0,0,31.6,63,14
24-Nov-10,32.5,47.5,0,0.13,34.3,78,17
25-Nov-10,30,50,0,0.01,25,77,11
26-Nov-10,25,55,0,0,27.4,56,16.5
27-Nov-10,27.5,52.5,0,0,33.7,64,8.5
28-Nov-10,34,46,0,0,27.3,73,10.5
29-Nov-10,41,39,0,0.51,21.3,77.5,16
30-Nov-10,37,43,0,0.02,24,87.5,17
1-Dec-10,24,56,0,0,35.7,72,15
2-Dec-10,27.5,52.5,0,0,33.1,67,11
3-Dec-10,24.5,55.5,0,0,35.7,69.5,4.5
4-Dec-10,27.5,52.5,0,0.49,31.3,86,10.5
5-Dec-10,19,61,0,0,30.7,79.5,15.5
6-Dec-10,14,66,0,0,40.2,72.5,14.5
7-Dec-10,15.5,64.5,0,0,53.1,65,11
8-Dec-10,16,64,0,0,52.9,69.5,6.5
9-Dec-10,17,63,0,0.03,28.7,77,11.5
10-Dec-10,30,50,0,0,29.6,75.5,8
11-Dec-10,30,50,0,0.45,30.1,91,13
12-Dec-10,21.5,58.5,0,0.04,31.4,76.5,18.5
13-Dec-10,11.5,68.5,0,0,44.9,68.5,19.5
14-Dec-10,13.5,66.5,0,0,48.7,67.5,8.5
15-Dec-10,13.5,66.5,0,0,47.9,66.5,4.5
16-Dec-10,23.5,56.5,0,0.01,46.4,64.5,7
17-Dec-10,17.5,62.5,0,0,18.8,68.5,10.5
18-Dec-10,14.5,65.5,0,0,19.8,70,12
19-Dec-10,14.5,65.5,0,0,30.7,72.5,6.5
20-Dec-10,16.5,63.5,0,0.2,30.6,84,8
21-Dec-10,28.5,51.5,0,0.02,29.2,96,8.5
22-Dec-10,26.5,53.5,0,0,30.8,78,14
23-Dec-10,24,56,0,0,34.1,83.5,6
24-Dec-10,29.5,50.5,0,0.2,24.6,87.5,5
25-Dec-10,25.5,54.5,0,0.06,25.1,82,11.5
26-Dec-10,26,54,0,0.17,30.8,87.5,15
27-Dec-10,16.5,63.5,0,0,47.3,84.5,9.5
28-Dec-10,19.5,60.5,0,0,31.6,85,8
29-Dec-10,22.5,57.5,0,0.01,22,87.5,13
30-Dec-10,40,40,0,0,22.3,94.5,19
31-Dec-10,47,33,0,0.67,21.8,96.5,16.5
1-Jan-11,27.5,52.5,0,0,21.1,62.5,21
2-Jan-11,18,62,0,0,27.2,60,14
3-Jan-11,29,51,0,0,33.5,62.5,9.5
4-Jan-11,21.5,58.5,0,0,38.4,70,13
5-Jan-11,19.5,60.5,0,0,58.3,68,8
6-Jan-11,23,57,0,0,40.6,59.5,14
7-Jan-11,17,63,0,0.02,35.1,66,13
8-Jan-11,16.5,63.5,0,0,36.2,65,15.5
9-Jan-11,20,60,0,0,38.3,59.5,5
10-Jan-11,25.5,54.5,0,0,39.3,60,9
11-Jan-11,24.5,55.5,0,0.31,33,79.5,10
12-Jan-11,23,57,0,0,35.5,79.5,14
13-Jan-11,19.5,60.5,0,0,45.6,78.5,6.5
14-Jan-11,20,60,0,0.01,33.6,80,7.5
15-Jan-11,18.5,61.5,0,0,35.3,79.5,14
16-Jan-11,14,66,0,0,33.4,75,7
17-Jan-11,25,55,0,0.31,35.7,86.5,14.5
18-Jan-11,25.5,54.5,0,0.1,36.9,89,10
19-Jan-11,19,61,0,0,32.6,71.5,10
20-Jan-11,12,68,0,0,34,64.5,13.5
21-Jan-11,2,78,0,0,45,64,11
22-Jan-11,11,69,0,0.01,42.4,73.5,12
23-Jan-11,12,68,0,0.01,32.8,62.5,8.5
24-Jan-11,21,59,0,0.03,41.9,88.5,11
25-Jan-11,25,55,0,0,30.1,90,7
26-Jan-11,23,57,0,0,46.3,84.5,8.5
27-Jan-11,21,59,0,0.03,39.3,87,11.5
28-Jan-11,25,55,0,0,39.4,74.5,13
29-Jan-11,29.5,50.5,0,0,38.3,79,10
30-Jan-11,28,52,0,0,29.2,77.5,8.5
31-Jan-11,23,57,0,0.09,28.3,77,16
1-Feb-11,21.5,58.5,0,0.74,32.4,88.5,27
2-Feb-11,14,66,0,0.74,30.5,79.5,21.5
3-Feb-11,5,75,0,0,41.4,61,12.5
4-Feb-11,15,65,0,0,35.5,55,14.5
5-Feb-11,16,64,0,0,50.2,69,7.5
6-Feb-11,28,52,0,0.2,31.6,90.5,7
7-Feb-11,25.5,54.5,0,0.13,35.1,77.5,7
8-Feb-11,11,69,0,0,32.7,71,13.5
9-Feb-11,5,75,0,0,38.5,65.5,8.5
10-Feb-11,3.5,76.5,0,0,37.2,65.5,13
11-Feb-11,17.5,62.5,0,0,29.7,77,11
12-Feb-11,30.5,49.5,0,0,30.4,76,13
13-Feb-11,38.5,41.5,0,0,23.5,65.5,17.5
14-Feb-11,34,46,0,0,30.5,72.5,15.5
15-Feb-11,30.5,49.5,0,0,31.2,66,13.5
16-Feb-11,43,37,0,0,30.2,81,11
17-Feb-11,51.5,28.5,0,0,33.7,88,20.5
18-Feb-11,41.5,38.5,0,0,28.5,57,18
19-Feb-11,30,50,0,0,36.3,65.5,8.5
20-Feb-11,32,48,0,0.95,30.7,84.5,12
21-Feb-11,29,51,0,0,56,90.5,15
22-Feb-11,25,55,0,0.03,44.7,78,9
23-Feb-11,28.5,51.5,0,0.11,33.9,87.5,11.5
24-Feb-11,34,46,0,0,26.2,82,11
